"originalAsin","reviewsCount","brand","bestsellerRanks","bestsellerRanks/0/category","bestsellerRanks/0/rank","bestsellerRanks/0/url","bestsellerRanks/1/category","bestsellerRanks/1/rank","bestsellerRanks/1/url","bestsellerRanks/2/url","bestsellerRanks/3/url","productOverview/0/key","productOverview/0/value","productOverview/1/value","productOverview/2/key","productOverview/3/key","productOverview/3/value","productOverview/4/key","productOverview/4/value","productOverview/5/key","productOverview/5/value","productOverview/6/key","productOverview/6/value","productOverview/7/key","productOverview/7/value","productOverview/8/key","productOverview/8/value","productOverview/9/key","productOverview/9/value","author","seller","seller/address/0","seller/address/1","seller/address/2","seller/address/3","seller/address/4","seller/averageRating","seller/businessName","seller/id","seller/name","seller/phone","seller/reviewsCount","seller/url","loadedCountryCode","url","price","price/currency","price/value","description","features/0","features/1","features/2","features/4","features/5","features/6","features/8","asin","stars","listPrice","listPrice/currency","listPrice/value","inStock","delivery","priceRange","fastestDelivery"
"B07CKYRPQC","10710","HOMEIMPRO",,,,,,,,,,"Finish Type","Brushed","Metal","Product Dimensions","Item Weight","16 ounces","Lamp Type","Mood Light",,,,,,,,,,,,,,,,,,,,"A12XL0MFJE1KKA","Homeimpro",,,"https://www.amazon.com/sp?seller=A12XL0MFJE1KKA","US","https://www.amazon.com/dp/B07CKYRPQC",,"$","23.99",,"Auto Working: This lovely moon solar garden lights charges during day (ensure the switch is in “ON” position) and turn ON automatically at night for up to 8 hours when full charged.Exclusive COPYRIGHT, intellectual property protection","Wide Applications: The crescent moon outdoor garden lights design with Warm White 8 Lumens LED, emit stunning glow. The reflection of the pattern is beautiful enough to create a romantic and festive atmosphere in your garden, flowerbed,front porch, backyard or patio","Big Size: 8”x7.7”x40”.Made of Antique Metal and Crackle Glass,it looks like moon staff .Great for decorating your pathway,garden,lawn, pool,patio,balcony or courtyard. It's a Great gift for Mom,Sisters, Child, Grandma, Grandpa, Wife's wedding anniversary, Mothers' day, Kids' Birthday, House warming, Anniversary, Valentines, Ramadan, Thanksgiving Christmas etc","Customer Satisfaction: When you receive the solar lights, turn ON the switch, then put it in direct sunlight to charge. The LED lights will light up in darkness or at night after fully charged. Simply contact Homeimpro if you have ever isues with your Moon Solar lights & We’ll Rush Replacements FREE FOR YOU",,,,"B07CKYRPQC","4.5",,"$","28.99","true","Saturday, January 18",,"Saturday, January 18"
"B091ZFL4X5","14028","Nacome",,,,,,,,,,"Color","Grey Turtle","Nacome","Material","Theme","Animal","Item dimensions L x W x H","8.5 x 4.52 x 4.9 inches",,,,,,,,,,,,,,,,,,,,"AGGVE18W0VWYE","Yeemore home",,,"https://www.amazon.com/sp?seller=AGGVE18W0VWYE","US","https://www.amazon.com/dp/B091ZFL4X5",,"$","27.5",,"Professional After-Sales Service:We take your shopping experience very seriously, If you have any questions about this product, please contact seller directly to provide you with a satisfactory after-sales guarantee. Order without worries","Renewable and Clean Energy:Powered by electricity, converted from solar power during the day - stored in a rechargeable 1.2 V AAA 300 mAH Ni-MH Battery - Runs up to eight-ten hours with a full charge of sun light","Easy to Use:Simply turn the statue on during the daytime. The solar panel will charge during the daytime and light up automatically at night. The LED lights will fully charge within six-eight hours and will light up for eight-ten hours","Beautiful Home and Garden Decoration:This statue suitable for garden decor;home decor;house decor;lawn ornaments;front porch decor;yard decorations outdoor;back decor;backyard decor",,,,"B091ZFL4X5","4.4",,"$","49.98","true","Saturday, January 18",,"Thursday, January 16"
"B09H7F77JR","900","Microsoft",,"Software","21","https://www.amazon.com/gp/bestsellers/software/ref=pd_zg_ts_software","Business & Office Management","3","https://www.amazon.com/gp/bestsellers/software/283891/ref=pd_zg_hrsr_software",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A3ODHND3J0WMC8","Amazon.com Services LLC",,,"https://www.amazon.com/sp?seller=A3ODHND3J0WMC8","US","https://www.amazon.com/dp/B09H7F77JR",,"$","229.99","For families and small businesses who want classic Office apps and email installed on one PC or Mac for use at home or work.","Classic 2021 versions of Word, Excel, PowerPoint, and Outlook","Microsoft support included for 60 days at no extra cost","Licensed for home use",,,,,"B09H7F77JR","4.1",,"$","249.99","true",,,
"B09MYJ1R6L","1574","Microsoft",,"Software","14","https://www.amazon.com/gp/bestsellers/software/ref=pd_zg_ts_software","Operating Systems","1","https://www.amazon.com/gp/bestsellers/software/229653/ref=pd_zg_hrsr_software",,,,,,,,,,,,,,,,,,,,,,,"410 Terry Ave N","Seattle","WA","98109","US",,"Amazon.com, Inc.",,"Amazon.com","1-206-266-1000",,"https://www.amazon.com","US","https://www.amazon.com/dp/B09MYJ1R6L",,"$","119.99","We’ve reimagined every element of the Windows 11 UX to feel effortless, personal, and focused. It wasn’t simply built for people who use Windows, it was built by people who use Windows every day. People who understand the challenges of today’s workstyles. Streamlined and intuitive UI • Juggling complex workflows and remote collaboration while trying to find the apps, files, and people you need can be demanding. Windows 11 helps you reduce cognitive load with a simplified and streamlined experience so you can focus. • Enjoy a centered Start and effortless navigation. • Search across the web, your work, and Windows directly from your taskbar. • Make tasks easier with a clean layout and fresh icons, wallpaper, and sounds. • We’ve also enhanced familiar tools to boost your productivity. For example, Microsoft Edge is designed to be the fastest browser on Windows 11 and to work seamlessly with Microsoft 365 including Microsoft Teams, Outlook, and Office apps. Intelligent desktop - New features enable you to make the most of available desktop space. • Snap layouts organize open windows with pre-configured options that intelligently adapt to the size and dimension of your screen. • Pick up where you left off. Windows 11 remembers your layout, so you can return to it even when you dock or undock from your monitor. • Create separate, custom desktops for each workstream or project, and switch instantly between them from your taskbar. • Personalized and accessible With Windows 11, you can personalize your experience for simpler efficiency. • Work naturally and comfortably with your voice, digital pen, and multi-finger touch.1 • Use voice typing to turn ideas into text instantly in your browser and favorite apps. • Get live news, your schedule, and to-do lists in a swipe with customizable Widgets. • Easily automate workflows from your desktop with Microsoft Power Automate Also, just as with Windows 10, we are deeply committed to app compatibility in Windows 11. We stand behind our promise that your applications will work on Windows 11 with App Assure, a service that helps subscribers with 150 or more users fix any app issues they might run into at no additional cost. We’ve designed Windows 11 to ensure a smooth transition to this powerful new operating system. And we’re giving customers the flexibility to upgrade in a way that’s best for them. Protect data and access anywhere with a Zero Trust-ready OS Security has never been more important. In the most complex cybersecurity environment they’ve ever seen, businesses need a platform that is even stronger and more resilient to attacks. Windows 11 is the most secure Windows yet, providing next-generation protection without sacrificing performance or user experience. • Get powerful security built-in and enabled on all devices, including hardware isolation, encryption, and malware protection. • Easily apply password-less security with Enhanced Windows Hello for Business.5 • Combine device safeguards with multi-factor authentication for Zero Trust protection. • Use cloud configuration to simply secure a device for curated apps and access. • Gain more choice and flexibility","STREAMLINED & INTUITIVE UI, DVD FORMAT | Intelligent desktop | Personalize your experience for simpler efficiency | Powerful security built-in and enabled.","OEM IS TO BE INSTALLED ON A NEW PC with no prior version of Windows installed and cannot be transferred to another machine.","OEM DOES NOT PROVIDE SUPPORT | To acquire product with Microsoft support, obtain the full packaged “Retail” version.","GENUINE WINDOWS SOFTWARE IS BRANDED BY MIRCOSOFT ONLY.",,,,"B09MYJ1R6L","4.2",,,,"true","Saturday, January 18",,"Tomorrow, January 14"
"B06XGTN6S6","1449","NCH Software",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A3ODHND3J0WMC8","Amazon.com Services LLC",,,"https://www.amazon.com/sp?seller=A3ODHND3J0WMC8","US","https://www.amazon.com/dp/B06XGTN6S6",,,,,"Easily edit music and audio tracks with one of the many music editing tools available.","Adjust levels with envelope, equalize, and other leveling options for optimal sound.","Make your music more interesting with special effects, speed, duration, and voice adjustments.","Create your own customized ringtone or burn directly to disc.",,,,"B06XGTN6S6","3.8",,,,"false",,,
"B0C3B8QK62","186","CINOTON",,,,,,,,,,"Brand","CINOTON","Warm & Cold White","Material","Style","Art Deco & Modern Solar Powered Pathway Lights","Light fixture form","Path",,,,,,,,,,,,,,,,,,,,"A34U0D72WPR1C0","CINOTON-Direct",,,"https://www.amazon.com/sp?seller=A34U0D72WPR1C0","US","https://www.amazon.com/dp/B0C3B8QK62",,"$","11.99",,"【Larger Solar Panel + 1200mAh battery + More Charging Capacity = Longer Lighting Running-time】Using large-size monocrystalline silicon solar panel & built in 18650 lithium rechargeable battery(1200mAh), the charging performance of CINOTON LED solar pathway lights is 6-8 times higher than that of most needle tube path lights using Ni MH batteries(400mAh) in the market.","【2 Light Effect Patterns + 2 Color Modes】Diffused Four-leaf Clover Pattern with Ground-inserted Style & Flying Wings Pattern with Wall-mounted Style. These CINOTON solar lights provide both Warm White (2700k) and Multi-color options, which can create a cozy and inviting atmosphere that enhances the beauty of your outdoor space.","【4 Optional Lighting Modes】CINOTON solar pathway lights have 4 lighting modes to suit your different decoration needs：Steady-on Mode(Max.: 16hrs/32LM)/ Breathing Mode(Max.: 24hrs/5-32LM). The mode functions as follows: Cold White with Steady-on → Cold White with Breathing → Warm White with Steady-on → Warm White with Breathing. Our solar pathway light has a mode memory function: they will automatically enter the gear that was working last time when working the next day.","【Versatile & Widely Using Scenes】These solar path lights are perfect to light up your pathways, sidewalks, yards, lawns, driveways, walkways, gardens, path, backyards, decks, patios, porches, balconies, portico, fences, parterres, villas, pools, walls halloween decorations outdoor and more.","【Energy Saving & Humanized Design】CINOTON 2-in-1 solar garden lights offer a cost-effective and eco-friendly way to beautify your outdoor space. In addition, our external key switch design can solve the problem of inconvenient switch operation like with other similar products on the market (their switch is a built-in paddle, and the lampshade needs to be opened first).","【2 Easy Installation Styles】No wiring or tools required. Simply stake these solar LED landscape pathway lighting into the ground or mount them on the walls in no time. No matter which installation method is used, the displayed pattern effect is sure to be amazing and attractive which can create a warm and cozy mood when you come back.",,"B0C3B8QK62","4.2",,"$","23.98","true","Saturday, January 18",,"Tomorrow, January 14"
"B0DHYGWYJ6","741","Intuit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A3ODHND3J0WMC8","Amazon.com Services LLC",,,"https://www.amazon.com/sp?seller=A3ODHND3J0WMC8","US","https://www.amazon.com/dp/B0DHYGWYJ6",,"$","55.99",,"Recommended if you own a home, have charitable donations, high medical expenses and need to file both Federal & State Tax Returns","Includes 5 Federal e-files and 1 State via download. State e-file sold separately. Get U.S.-based technical support (hours may vary).","NEW. Live Tax Advice: Connect with a tax expert and get one-on-one advice and answers as you prepare your return (fee applies)","Maximizes 375+ deductions and credits","Up-to-date on the latest tax laws","Imports prior year data from TurboTax and other tax software","Audit Risk Meter checks your return for audit triggers","B0DHYGWYJ6","3.8",,"$","79.99","true",,,
"B07F3TQ6DQ","10997","Microsoft",,"Software","17","https://www.amazon.com/gp/bestsellers/software/ref=pd_zg_ts_software","Business & Office Management","2","https://www.amazon.com/gp/bestsellers/software/283891/ref=pd_zg_hrsr_software","https://www.amazon.com/gp/bestsellers/software/120225784011/ref=pd_zg_hrsr_software",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"US","https://www.amazon.com/dp/B07F3TQ6DQ",,,,"One convenient subscription for 1 person. Microsoft 365 Personal comes with premium Office apps, including Word, Excel, PowerPoint, Outlook, and more. Receive 1 TB of OneDrive cloud storage for 1 person which allows you to access, edit, and share your files and photos across all your devices—all while knowing your information is always backed up and protected.","With a Microsoft 365 12‑month subscription, you can create, organize, and get things done.","Bring out your best with premium Office apps, including Word, Excel, and PowerPoint.","Easily access, edit, and share files and photos across all devices with 1 TB of OneDrive cloud storage.","Protect your files with advanced security features like built‑in ransomware detection and recovery, and you can use two‑step identity verification to access your most important files in OneDrive Personal Vault.","Enjoy the flexibility to use multiple PCs, Macs, iPads, iPhones and Android phones.",,,"B07F3TQ6DQ","4.3",,,,"false",,,
"B0DHYH1R3N","455","Intuit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A3ODHND3J0WMC8","Amazon.com Services LLC",,,"https://www.amazon.com/sp?seller=A3ODHND3J0WMC8","US","https://www.amazon.com/dp/B0DHYH1R3N",,"$","82.99",,"Recommended if you sold stock, bonds or mutual funds, sold employee stock, own rental property or are a trust beneficiary","Includes 5 Federal e-files and 1 State via download. State e-file sold separately. Get U.S.-based technical support (hours may vary).","NEW. Live Tax Advice: Connect with a tax expert and get one-on-one advice and answers as you prepare your return (fee applies)","Step-by-step guidance on stocks, bonds, ESPPs and other investment income","Up-to-date on the latest tax laws","Maximize your IRA savings with retirement tax help","Audit Risk Meter checks your return for audit triggers","B0DHYH1R3N","3.7",,"$","114.99","true",,,
"B0D9W824KP","119","YDKOJGW",,,,,,,,,,"Color","Grey Turtle","YDKOJGW","Theme","Material","Resin","Style","Retro",,,,,,,,,,,,,,,,,,,,"A3QQXI3VKEF2R0","wuqijiu",,,"https://www.amazon.com/sp?seller=A3QQXI3VKEF2R0","US","https://www.amazon.com/dp/B0D9W824KP",,"$","17.99",,"Eco-friendly Solar Lights to Brighten up Your Garden;A renewable and clean energy - powered by electricity, converted from solar power during the day - stored in a rechargeable 1. 2V AAA 300mAH Ni-MH Battery - Runs up to 8 hours with a full charge of sun light","Perfect Size: This backyard decoration for gardens at a full 21.5cm Wide and 12.5cm high makes an impression wherever you put him - on the balcony, patio, in the yard, on the lawn or even on a wide window sill.","Easy to Use;Simply turn the statue on and leave it in the “on” position during the daytime. The solar panel will charge during the daylight hours and light up automatically at night. The LED lights will fully charge within 6-8 hours and will light up for 8-10 hours.","Professional After-Sales Service：We take your shopping experience very seriously，If you have any questions about garden statue, please contact seller directly to provide you with a satisfactory after-sales guarantee.",,,,"B0D9W824KP","4.4",,,,"true","Saturday, January 18",,"Wednesday, January 15"
"B0CJ6BZDM7","1870","JKIMK",,,,,,,,,,"Finish Type","Painted","Glass","Bulb Base","Product Dimensions","3.94""D x 3.94""W x 8.27""H","Item Weight","3.5 Pounds",,,,,,,,,,,,,,,,,,,,"A3PFNTL86SQAMH","JKIMK",,,"https://www.amazon.com/sp?seller=A3PFNTL86SQAMH","US","https://www.amazon.com/dp/B0CJ6BZDM7",,"$","39.9",,"[Smart switch]This solar yard lights is equipped with automatic sensing. Simply switch it to 'on,' and it will automatically absorb solar energy for charging during the day, providing warm illumination automatically at night.","[More stable quality]Unlike similar outdoor ball lights, we've implemented three additional pre-factory inspection checks to ensure top-notch quality. This has effectively addressed the issue of similar products going dim within a week, and we stand by our quality with a one-year guarantee.","[Simple and Easy to assemble]This solar balls We've simplified the installation steps and reinforced the ground stakes to make it easy for everyone, including seniors and children, to install without worrying about breakage.",,,,,"B0CJ6BZDM7","4.3",,,,"true","Saturday, January 18",,"Tomorrow, January 14"
"B09PQL3JSB","1263","Merear",,,,,,,,,,"Color","Multi-colored","Merear","Material","Theme","Christmas","Frame Material","Metel",,,,,,,,,,,,,,,,,,,,"A1ZPQSCJPLHAEM","merear",,,"https://www.amazon.com/sp?seller=A1ZPQSCJPLHAEM","US","https://www.amazon.com/dp/B09PQL3JSB",,"$","39.99",,"【Occasion】: Our Solar Watering Can Lights have a shepherd crook pole, which means you can place them anywhere in your garden. And they can both be conveniently hung on a tree, window and wall, and placed on the patio, garden, hallway and table. It's a perfect decoration in your Wedding, birthday party, Chrismas, Thanksgiving, which creates a romantic atmosphere.","【8 Color-Changing Modes Design】: Combination, in wave, sequential, slo glo, chasing/flash, slow fade, and twinkle/flash. You can choose the color by pressing its switch. It doesn't provide too intense lighting, but enough for the background and adds a soft glow that matches your garden.","【Solar-Powered Lights】: Outdoor solar-powered, making it energy-saving and eco-friendly. What you only need to do is turning it on. After charging through the day for 6-7 hours, it will automatically light up all nignt","【Flexible Installtion】: It's so easy that you just need to insert it into earth and hang up the light. We would rather call it placing, not installing. And By using solar, you can place it anywhere and don’t have to worry about laying wire under your lawn.","Notes: Please charge the Solar Watering Can Lights under the sunshine for one day before use;","Notes: If the light didn't turn on, please push the button Hard to turn on it in darkenss, otherwise it will not work",,"B09PQL3JSB","4.1",,"$","55.99","true","Saturday, January 18",,"Saturday, January 18"
"B0DHYHPSMC","254","Intuit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A3ODHND3J0WMC8","Amazon.com Services LLC",,,"https://www.amazon.com/sp?seller=A3ODHND3J0WMC8","US","https://www.amazon.com/dp/B0DHYHPSMC",,"$","95.99",,"Recommended if you are self-employed, an independent contractor, freelancer, small business owner, sole proprietor, or consultant","Includes 5 Federal e-files and 1 State via download. State e-file sold separately. Get U.S.-based technical support (hours may vary).","NEW. Live Tax Advice: Connect with a tax expert and get one-on-one advice and answers as you prepare your return (fee applies)","Finds industry-specific small business tax deductions","Create and e-file W-2s and 1099s for employees & contractors using Quick Employer Forms","Up-to-date on the latest tax laws","Simplified asset depreciation and reporting","B0DHYHPSMC","3.9",,"$","129.99","true",,,
"B07VPTBXXL","12582","INCX",,,,,,,,,,"Brand","INCX","Cold","Material","Style","Modern","Light fixture form","Recessed",,,,,,,,,,,,,,,,,,,,"A385PLUCQ5AS3V","NCX-US.STORE",,,"https://www.amazon.com/sp?seller=A385PLUCQ5AS3V","US","https://www.amazon.com/dp/B07VPTBXXL",,"$","37.99",,"Solar garden lights: Each solar lights has 8 LEDs, adopt of the advanced, LED energy-saving, Ni-MH 600 solar lamp. 8-10 hours runtime with 8 hours of sunshine, save energy and be eco-friendly","Protection Design: Made of stainless steel and plastic, waterproof and durable design. External waterproof switch, instead of pinhole switch, lightly waterproof operation IP65 and stainless steel body level makes it suitable for outdoor use. It can effectively isolate the water and the fog, which makes for a longer life.","Integrated light sensor: Garden light with integrated light sensor, the landscape light turns on the night or turns on the light","Customer Service : If you have any questions with the recessed ceiling light with solar energy, please do not hesitate to contact us. We will respond to you within 24 hours and provide technical support and assistance.",,,,"B07VPTBXXL","4.3",,,,"true","Saturday, January 18",,"Saturday, January 18"
"B0DCSYTVDD","274","HP",,,,,,,,,,"Brand","HP","G10","Screen Size","Color","Silver","Hard Disk Size","1 TB","CPU Model","Ryzen 3","Ram Memory Installed Size","16 GB","Operating System","Windows 11 Pro","Special Feature","","Graphics Card Description","Integrated",,,,,,,,,,"A1BT4WYD2NFB1R","Chromebook Prosale",,,"https://www.amazon.com/sp?seller=A1BT4WYD2NFB1R","US","https://www.amazon.com/dp/B0DCSYTVDD",,,,,"【AMD Ryzen 3 7330U Processor】Unleash extraordinary performance with a powerful 4-core architecture and advanced processing capabilities, ensuring effortless handling of demanding tasks and impressive power efficiency for long-lasting endurance.","【Operating System】Windows 11 Pro—Beautiful, more consistent new design, Great window layout options, Better multi-monitor functionality, Improved performance features, New videogame selection and capabilities, and Compatibility with Android Apps.","【Nice and light】The HP 255 Laptop keeps up with mobile workstyles with a thin and light design and big screen-to-body ratio.","【Stunning Visuals】 15.6"" Full HD (1920x1080) LED-backlit display provides crisp, clear visuals, while AMD Radeon Graphics offers impressive performance for work and entertainment.",,,,"B0DCSYTVDD","4.2",,"$","599.99","false","Thursday, January 16",,"Wednesday, January 15"
"B0DLBTPDCS","219","Apple",,,,,,,,,,"Brand","Apple","Mac OS","CPU Model","CPU Speed","1","Graphics Card Description","Integrated","Graphics Coprocessor","Apple Integrated Graphics","Memory Storage Capacity","16 GB","Specific Uses For Product","Everyday Use, Education, Business","Personal computer design type","Mini PC","Ram Memory Installed Size","16 GB",,,"410 Terry Ave N","Seattle","WA","98109","US",,"Amazon.com, Inc.",,"Amazon.com","1-206-266-1000",,"https://www.amazon.com","US","https://www.amazon.com/dp/B0DLBTPDCS",,"$","569",,"SIZE DOWN. POWER UP — The far mightier, way tinier Mac mini desktop computer is five by five inches of pure power. Built for Apple Intelligence.* Redesigned around Apple silicon to unleash the full speed and capabilities of the spectacular M4 chip. With ports at your convenience, on the front and back.","LOOKS SMALL. LIVES LARGE — At just five by five inches, Mac mini is designed to fit perfectly next to a monitor and is easy to place just about anywhere.","CONVENIENT CONNECTIONS — Get connected with Thunderbolt, HDMI, and Gigabit Ethernet ports on the back and, for the first time, front-facing USB-C ports and a headphone jack.","BUILT FOR APPLE INTELLIGENCE — Apple Intelligence is the personal intelligence system that helps you write, express yourself, and get things done effortlessly. With groundbreaking privacy protections, it gives you peace of mind that no one else can access your data — not even Apple.*","APPS FLY WITH APPLE SILICON — All your favorites, including Microsoft 365 and Adobe Creative Cloud, run lightning fast in macOS.*","IF YOU LOVE IPHONE, YOU’LL LOVE MAC — Mac works like magic with your other Apple devices. View and control what’s on your iPhone from your Mac with iPhone Mirroring.* Copy something on iPhone and paste it on Mac. Send texts with Messages or use your Mac to answer FaceTime calls.*","LEGAL DISCLAIMERS — This is a summary of the main product features. See below to learn more.","B0DLBTPDCS","4.7",,"$","599","true","January 20 - 23",,"January 17 - 20"
"B0DGVQMGBB","254","Microsoft",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A3ODHND3J0WMC8","Amazon.com Services LLC",,,"https://www.amazon.com/sp?seller=A3ODHND3J0WMC8","US","https://www.amazon.com/dp/B0DGVQMGBB",,"$","149.99",,"[Ideal for One Person] — With a one-time purchase of Microsoft Office 2024, you can create, organize, and get things done.","[Classic Office Apps] — Includes Word, Excel, PowerPoint and OneNote.","[Desktop Only & Customer Support] — To install and use on one PC or Mac, on desktop only. Microsoft 365 has your back with readily available technical support through chat or phone.",,,,,"B0DGVQMGBB","3.9",,,,"true",,,
"B0DQ6CV17P","3","HP",,"Computers & Accessories","11942","https://www.amazon.com/gp/bestsellers/pc/ref=pd_zg_ts_pc","All-in-One Computers","121","https://www.amazon.com/gp/bestsellers/pc/13896603011/ref=pd_zg_hrsr_pc",,,"Brand","HP","Windows 11 Pro","CPU Model","CPU Speed","2.9 GHz","Graphics Card Description","Integrated","Memory Storage Capacity","16 GB","Specific Uses For Product","Business","Screen Size","21.5 Inches","Ram Memory Installed Size","16 GB","Model Name","HP-22-DD",,,,,,,,,,"A2HR3WADFB8IU9","Oydisen WOWPC (Next Day Shipping Available)",,,"https://www.amazon.com/sp?seller=A2HR3WADFB8IU9","US","https://www.amazon.com/dp/B0DQ6CV17P",,"$","549.99","Processor: Intel Celeron J4025 (2.0 GHz base frequency, up to 2.9 GHz, 2 MB L2 cache, 2 cores)|---| Display: 21.5"" diagonal, FHD (1920 x 1080), VA, three-sided micro-edge, anti-glare, 250 nits, 72% NTSC|---| Webcam: HP True Vision 720p HD privacy camera with integrated dual array digital microphones|---| Operating system: Windows 11 Pro, 64-bit, English|---| Memory: upto 20GB DDR4 SDRAM|---| Hard Drive: upto 1TB PCIe SSD|---| Keyboard: US English, Full Size Keyboard with numeric keypad|---| Ports: 2 SuperSpeed USB Type-A 5Gbps signaling rate; 2 USB 2.0 Type-A; 1 HDMI-out 1.4; 1 headphone/microphone combo; 1 RJ-45|---| Connectivity: WiFi and Bluetooth|---| Color: white|---| Dimensions L x W x H (inches): 19 x 12 x 15 in|---| Weight: 9 lbs.","【 Processor】 Intel Celeron J4025 (up to 2.9 GHz burst frequency, 4 MB L3 cache, 2 cores, 4 threads), ensures smooth multitasking and efficient operation.","【Ample Memory and Storage】 Upto 32GB high RAM to smoothly run multiple applications and browser tabs all at once; Upto 2TB PCIe NVMe M.4 Solid State Drive for quick boot times and program loading. This ensures smooth performance for standard usage scenarios.","【Versatile Connectivity】 Offers a range of connectivity options including USB Type-A, DisplayPorts, Ethernet, audio jacks, as well as Wi-Fi and Bluetooth connectivity for seamless integration with peripherals and networking devices.","【Additional Features】Webcam: This all in one desktop is equipped with an HD webcam, making it suitable for video conferencing and online meetings. HP True Vision 722p HD privacy camera with integrated dual array digital microphones. Audio: It includes built-in stereo speakers, providing clear and decent-quality sound for media playback.",,,,"B0DQ6CV17P","5",,,,"true","January 16 - 21",,"Wednesday, January 15"
"B0CPKS65P5","1993","HP",,,,,,,,,,"Brand","HP","TPN-Q221","Screen Size","Color","Silver","Hard Disk Size","64 GB","CPU Model","Celeron","Ram Memory Installed Size","16 GB","Operating System","Windows 11 Home","Special Feature","Numeric Keypad","Graphics Card Description","Integrated",,,,,,,,,,"A13YES98BTLP5D","Laptop Nation",,,"https://www.amazon.com/sp?seller=A13YES98BTLP5D","US","https://www.amazon.com/dp/B0CPKS65P5",,"$","208.76",,"【Memory & Storage】The PC memory has been upgraded to 16GB DDR4 SDRAM for enhanced high bandwidth to easily switch back and forth between open applications; Hard drive has been upgraded to 64GB eMMC for fast boot up and speedy data transfer","【Processor】Intel Celeron N4120 Processor (4 Cores, 4 Threads, Base Frequency at 1.1GHz, Up to 2.6GHz at Max Turbo Frequency)","【Screen】14"" diagonal, HD (1366 x 768), micro-edge, BrightView, 220 nits, 45% NTSC","【Operating System】Windows 11 Home",,,,"B0CPKS65P5","4.1",,,,"true","Saturday, January 18",,"Saturday, January 18"
